"Year","SoilType","Population","PositionRow","PositionColumn","Edge","Plot_Rep","DateFirstFlower","FlowerColor","Surv_flr","Num_flrs","Num_frts","Numfruits_collected","Num_seeds"
"2014","Sand","SandPop","C",7,"Non-edge",1,"4/9/14",NA,1,31,17,NA,NA
"2014","Sand","F5","C",8,"Non-edge",1,"4/9/14","pink",1,16,12,NA,NA
"2014","Sand","SandPop","C",9,"Non-edge",1,"4/9/14",NA,1,14,12,NA,NA
"2014","Sand","SerpPop","C",10,"Non-edge",1,"3/30/14",NA,1,23,16,3,10
"2014","Sand","SandPop","C",11,"Non-edge",1,"4/18/14",NA,1,19,14,NA,NA
"2014","Sand","SandPop","C",12,"Non-edge",1,"4/7/14",NA,1,14,14,NA,NA
"2014","Sand","F5","C",13,"Non-edge",1,"3/30/14","white",1,7,6,NA,NA
"2014","Sand","SerpPop","C",14,"Non-edge",1,"3/30/14",NA,1,18,17,9,27
"2014","Sand","SerpPop","C",15,"Non-edge",1,"3/23/14",NA,1,19,12,2,4
"2014","Sand","SerpPop","C",16,"Non-edge",1,"3/14/14",NA,1,12,11,1,3
"2014","Sand","SandPop","C",17,"Non-edge",1,"4/18/14",NA,1,20,16,2,5
"2014","Sand","SerpPop","C",19,"Non-edge",1,"3/16/14",NA,1,10,7,4,15
"2014","Sand","SandPop","C",20,"Non-edge",1,"4/7/14",NA,1,18,16,15,104
"2014","Sand","F5","C",22,"Non-edge",1,"5/4/14","pink",1,6,2,NA,NA
"2014","Sand","SandPop","C",23,"Non-edge",1,"4/23/14",NA,1,11,7,NA,NA
"2014","Sand","SerpPop","D",1,"Edge",1,"3/30/14",NA,1,21,15,15,76
"2014","Sand","SerpPop","D",2,"Non-edge",1,"4/7/14",NA,1,3,0,NA,NA
"2014","Sand","SerpPop","D",3,"Non-edge",1,"4/2/14",NA,1,2,2,1,1
"2014","Sand","SerpPop","D",4,"Non-edge",1,"4/9/14",NA,1,18,4,NA,NA
"2014","Sand","SerpPop","D",5,"Non-edge",1,"3/21/14",NA,1,20,12,NA,NA
"2014","Sand","SerpPop","D",6,"Non-edge",1,"4/7/14",NA,1,20,17,NA,NA
"2014","Sand","F5","D",7,"Non-edge",1,"4/7/14","white",1,22,16,NA,NA
"2014","Sand","SerpPop","D",8,"Non-edge",1,"3/23/14",NA,1,11,10,NA,NA
"2014","Sand","SerpPop","D",9,"Non-edge",1,"3/23/14",NA,1,7,5,2,4
"2014","Sand","SerpPop","D",11,"Non-edge",1,"3/26/14",NA,1,13,10,NA,NA
"2014","Sand","F5","D",12,"Non-edge",1,"4/9/14","pink",1,9,4,NA,NA
"2014","Sand","F5","D",13,"Non-edge",1,"4/2/14","white",1,12,12,NA,NA
"2014","Sand","F5","D",14,"Non-edge",1,"3/30/14","pink",1,7,6,NA,NA
"2014","Sand","SerpPop","D",15,"Non-edge",1,"3/19/14",NA,1,6,4,1,2
"2014","Sand","F5","D",19,"Non-edge",1,"4/9/14","pink",1,15,11,NA,NA
"2014","Sand","SandPop","D",20,"Non-edge",1,"4/22/14",NA,1,21,12,NA,NA
"2014","Sand","F5","D",22,"Non-edge",1,"4/9/14","pink",1,11,7,NA,NA
"2014","Sand","SerpPop","D",23,"Non-edge",1,"3/30/14",NA,1,21,16,10,29
"2014","Sand","SandPop","D",24,"Edge",1,"4/18/14",NA,1,22,14,NA,NA
"2014","Sand","F5","E",1,"Edge",1,"4/9/14","white",1,5,5,NA,NA
"2014","Sand","SandPop","E",2,"Non-edge",1,"4/18/14",NA,1,4,2,NA,NA
"2014","Sand","SandPop","E",3,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","E",5,"Non-edge",1,"4/13/14",NA,1,10,5,NA,NA
"2014","Sand","SandPop","E",7,"Non-edge",1,"4/21/14",NA,1,19,14,NA,NA
"2014","Sand","SerpPop","E",8,"Non-edge",1,"4/9/14",NA,1,11,3,NA,NA
"2014","Sand","SerpPop","E",9,"Non-edge",1,"4/2/14",NA,1,13,7,NA,NA
"2014","Sand","SandPop","E",12,"Non-edge",1,"5/12/14",NA,1,2,0,NA,NA
"2014","Sand","SandPop","E",13,"Non-edge",1,"4/13/14",NA,1,21,20,2,4
"2014","Sand","SandPop","E",14,"Non-edge",1,"4/21/14",NA,1,5,5,NA,NA
"2014","Sand","F5","E",16,"Non-edge",1,"4/7/14","white",1,15,12,NA,NA
"2014","Sand","SandPop","E",17,"Non-edge",1,"4/13/14",NA,1,14,7,NA,NA
"2014","Sand","SandPop","E",18,"Non-edge",1,"4/19/14",NA,1,4,3,NA,NA
"2014","Sand","F5","E",19,"Non-edge",1,"3/30/14","pink",1,10,9,NA,NA
"2014","Sand","SerpPop","E",21,"Non-edge",1,"3/12/14",NA,1,16,9,NA,NA
"2014","Sand","F5","E",22,"Non-edge",1,"4/26/14","white",1,2,2,NA,NA
"2014","Sand","SandPop","E",23,"Non-edge",1,"4/13/14",NA,1,18,8,NA,NA
"2014","Sand","F5","E",24,"Edge",1,"4/15/14","pink",1,12,5,NA,NA
"2014","Sand","F5","F",1,"Edge",1,"4/7/14","white",1,5,4,NA,NA
"2014","Sand","F5","F",5,"Non-edge",1,"4/9/14","pink",1,30,26,NA,NA
"2014","Sand","SerpPop","F",6,"Non-edge",1,"3/26/14",NA,1,17,12,6,17
"2014","Sand","SerpPop","F",7,"Non-edge",1,"3/21/14",NA,1,24,23,4,7
"2014","Sand","SandPop","F",8,"Non-edge",1,"4/23/14",NA,1,8,6,4,15
"2014","Sand","SerpPop","F",9,"Non-edge",1,"3/30/14",NA,1,9,8,5,20
"2014","Sand","SandPop","F",10,"Non-edge",1,"4/13/14",NA,1,9,6,NA,NA
"2014","Sand","SerpPop","F",14,"Non-edge",1,"3/23/14",NA,1,17,15,2,3
"2014","Sand","SandPop","F",15,"Non-edge",1,"4/7/14",NA,1,12,11,2,2
"2014","Sand","F5","F",16,"Non-edge",1,"4/9/14","pink",1,3,1,NA,NA
"2014","Sand","F5","F",17,"Non-edge",1,"4/7/14","pink",1,31,14,NA,NA
"2014","Sand","SandPop","F",18,"Non-edge",1,"3/21/14",NA,1,33,21,6,7
"2014","Sand","SerpPop","F",19,"Non-edge",1,"3/21/14",NA,1,14,12,4,8
"2014","Sand","F5","F",22,"Non-edge",1,"4/7/14","pink",1,10,8,NA,NA
"2014","Sand","F5","F",23,"Non-edge",1,"4/13/14","pink",1,18,9,NA,NA
"2014","Sand","SerpPop","G",1,"Edge",1,"3/19/14",NA,1,6,5,3,4
"2014","Sand","SerpPop","G",2,"Non-edge",1,"4/2/14",NA,1,6,6,NA,NA
"2014","Sand","F5","G",3,"Non-edge",1,"3/30/14","pink",1,17,13,NA,NA
"2014","Sand","SerpPop","G",4,"Non-edge",1,"3/19/14",NA,1,14,14,1,1
"2014","Sand","F5","G",5,"Non-edge",1,"4/9/14","pink",1,14,14,NA,NA
"2014","Sand","SandPop","G",6,"Non-edge",1,"4/13/14",NA,1,9,7,NA,NA
"2014","Sand","SandPop","G",7,"Non-edge",1,"4/9/14",NA,1,7,6,1,2
"2014","Sand","SandPop","G",9,"Non-edge",1,"4/21/14",NA,1,3,2,NA,NA
"2014","Sand","SerpPop","G",11,"Non-edge",1,"4/4/14",NA,1,9,9,6,25
"2014","Sand","SandPop","G",14,"Non-edge",1,"4/13/14",NA,1,9,9,4,11
"2014","Sand","F5","G",15,"Non-edge",1,"4/7/14","pink",1,28,24,NA,NA
"2014","Sand","F5","G",16,"Non-edge",1,"3/30/14","pink",1,NA,NA,NA,NA
"2014","Sand","F5","G",19,"Non-edge",1,"4/14/14","white",1,3,3,NA,NA
"2014","Sand","SandPop","G",20,"Non-edge",1,"4/18/14",NA,1,4,3,NA,NA
"2014","Sand","F5","G",21,"Non-edge",1,"4/7/14","white",1,14,12,NA,NA
"2014","Sand","F5","G",23,"Non-edge",1,"4/15/14","pink",1,12,9,NA,NA
"2014","Sand","F5","G",24,"Edge",1,"4/9/14","white",1,NA,NA,NA,NA
"2014","Sand","F5","H",1,"Edge",1,"4/7/14","pink",1,7,7,NA,NA
"2014","Sand","SerpPop","H",2,"Non-edge",1,"4/7/14",NA,1,6,3,NA,NA
"2014","Sand","F5","H",3,"Non-edge",1,"3/27/14","pink",1,22,19,NA,NA
"2014","Sand","SandPop","H",4,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","H",5,"Non-edge",1,"4/18/14",NA,1,17,10,4,14
"2014","Sand","SandPop","H",6,"Non-edge",1,"4/28/14",NA,1,2,2,2,3
"2014","Sand","SandPop","H",7,"Non-edge",1,"4/13/14",NA,1,6,5,1,2
"2014","Sand","F5","H",8,"Non-edge",1,"4/15/14","pink",1,19,13,NA,NA
"2014","Sand","F5","H",9,"Non-edge",1,"3/31/14","pink",1,6,5,NA,NA
"2014","Sand","SerpPop","H",10,"Non-edge",1,"4/7/14",NA,1,10,10,9,18
"2014","Sand","SerpPop","H",11,"Non-edge",1,"3/16/14",NA,1,14,11,4,26
"2014","Sand","SerpPop","H",12,"Non-edge",1,"3/30/14",NA,1,9,9,4,13
"2014","Sand","F5","H",13,"Non-edge",1,"4/9/14","pink",1,15,12,NA,NA
"2014","Sand","SandPop","H",14,"Non-edge",1,"4/18/14",NA,1,11,11,6,27
"2014","Sand","SerpPop","H",15,"Non-edge",1,"3/21/14",NA,1,18,13,1,3
"2014","Sand","SandPop","H",16,"Non-edge",1,"4/13/14",NA,1,20,19,5,12
"2014","Sand","SerpPop","H",17,"Non-edge",1,"4/13/14",NA,1,15,14,3,9
"2014","Sand","SandPop","H",18,"Non-edge",1,"4/18/14",NA,1,9,6,3,5
"2014","Sand","SandPop","H",20,"Non-edge",1,"4/18/14",NA,1,20,17,14,34
"2014","Sand","F5","H",21,"Non-edge",1,"3/30/14","pink",1,12,11,NA,NA
"2014","Sand","SandPop","H",22,"Non-edge",1,"4/13/14",NA,1,23,22,7,24
"2014","Sand","SandPop","H",23,"Non-edge",1,"4/18/14",NA,1,25,22,17,71
"2014","Sand","SerpPop","I",1,"Edge",1,"3/27/14",NA,1,10,10,4,12
"2014","Sand","F5","I",2,"Non-edge",1,"3/26/14","pink",1,28,8,NA,NA
"2014","Sand","SerpPop","I",4,"Non-edge",1,"3/23/14",NA,1,8,5,NA,NA
"2014","Sand","SerpPop","I",5,"Non-edge",1,"4/2/14",NA,1,17,14,1,1
"2014","Sand","SerpPop","I",7,"Non-edge",1,"3/30/14",NA,1,6,5,NA,NA
"2014","Sand","F5","I",9,"Non-edge",1,"3/30/14","pink",1,6,5,NA,NA
"2014","Sand","SandPop","I",12,"Non-edge",1,"4/13/14",NA,1,13,10,1,3
"2014","Sand","SandPop","I",13,"Non-edge",1,"4/18/14",NA,1,13,13,NA,NA
"2014","Sand","SerpPop","I",14,"Non-edge",1,"3/21/14",NA,1,17,7,3,9
"2014","Sand","SandPop","I",15,"Non-edge",1,"4/18/14",NA,1,22,14,NA,NA
"2014","Sand","F5","I",16,"Non-edge",1,"4/7/14","pink",1,19,14,NA,NA
"2014","Sand","SandPop","I",17,"Non-edge",1,"4/13/14",NA,1,13,8,2,14
"2014","Sand","SerpPop","I",19,"Non-edge",1,"4/9/14",NA,1,3,3,NA,NA
"2014","Sand","SerpPop","I",20,"Non-edge",1,"3/23/14",NA,1,23,21,11,71
"2014","Sand","F5","I",22,"Non-edge",1,"4/13/14","pink",1,17,17,NA,NA
"2014","Sand","SerpPop","I",23,"Non-edge",1,"3/21/14",NA,1,15,15,2,3
"2014","Sand","SerpPop","J",2,"Non-edge",1,"3/16/14",NA,1,11,2,NA,NA
"2014","Sand","F5","J",4,"Non-edge",1,"3/21/14","pink",1,20,20,NA,NA
"2014","Sand","SerpPop","J",5,"Non-edge",1,"4/13/14",NA,1,NA,NA,NA,NA
"2014","Sand","F5","J",6,"Non-edge",1,"4/2/14","pink",1,17,15,NA,NA
"2014","Sand","SandPop","J",7,"Non-edge",1,"4/18/14",NA,1,8,8,4,13
"2014","Sand","SerpPop","J",9,"Non-edge",1,"3/27/14",NA,1,6,6,NA,NA
"2014","Sand","SandPop","J",10,"Non-edge",1,"5/1/14",NA,1,2,0,NA,NA
"2014","Sand","F5","J",11,"Non-edge",1,"4/7/14","white",1,1,1,NA,NA
"2014","Sand","SandPop","J",12,"Non-edge",1,"4/9/14",NA,1,14,9,NA,NA
"2014","Sand","F5","J",13,"Non-edge",1,"3/23/14","pink",1,NA,NA,NA,NA
"2014","Sand","SandPop","J",14,"Non-edge",1,"4/13/14",NA,1,7,6,1,2
"2014","Sand","F5","J",15,"Non-edge",1,"4/15/14","pink",1,13,8,NA,NA
"2014","Sand","SerpPop","J",16,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","J",17,"Non-edge",1,"4/21/14",NA,1,36,33,NA,NA
"2014","Sand","SerpPop","J",18,"Non-edge",1,"3/21/14",NA,1,8,7,1,3
"2014","Sand","SerpPop","J",19,"Non-edge",1,"4/7/14",NA,1,20,16,11,35
"2014","Sand","SerpPop","J",20,"Non-edge",1,"3/26/14",NA,1,17,14,9,68
"2014","Sand","SerpPop","J",21,"Non-edge",1,"4/9/14",NA,1,27,24,10,40
"2014","Sand","SandPop","J",23,"Non-edge",1,"4/13/14",NA,1,5,5,NA,NA
"2014","Sand","SerpPop","K",1,"Edge",1,"3/21/14",NA,1,9,9,4,37
"2014","Sand","SerpPop","K",3,"Non-edge",1,"3/27/14",NA,1,12,11,1,2
"2014","Sand","SerpPop","K",4,"Non-edge",1,"3/19/14",NA,1,18,15,2,8
"2014","Sand","SerpPop","K",5,"Non-edge",1,"3/14/14",NA,1,18,13,5,15
"2014","Sand","SandPop","K",6,"Non-edge",1,"4/18/14",NA,1,6,5,3,11
"2014","Sand","F5","K",7,"Non-edge",1,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","K",8,"Non-edge",1,NA,NA,1,10,9,NA,NA
"2014","Sand","SandPop","K",9,"Non-edge",1,"4/23/14",NA,1,7,5,4,20
"2014","Sand","F5","K",11,"Non-edge",1,"3/27/14","pink",1,1,1,NA,NA
"2014","Sand","SandPop","K",17,"Non-edge",1,"4/18/14",NA,1,2,2,2,8
"2014","Sand","SandPop","K",18,"Non-edge",1,"4/19/14",NA,1,2,2,1,1
"2014","Sand","SerpPop","K",19,"Non-edge",1,"3/27/14",NA,1,12,12,3,11
"2014","Sand","SandPop","K",20,"Non-edge",1,"4/18/14",NA,1,25,25,18,74
"2014","Sand","SandPop","K",21,"Non-edge",1,"4/21/14",NA,1,3,3,1,3
"2014","Sand","SandPop","K",22,"Non-edge",1,"4/21/14",NA,1,5,4,4,7
"2014","Sand","SerpPop","K",24,"Edge",1,"3/21/14",NA,1,10,8,1,3
"2014","Sand","F5","L",1,"Edge",1,"3/30/14","white",1,17,11,NA,NA
"2014","Sand","SerpPop","L",2,"Edge",1,"4/15/14",NA,1,25,16,5,31
"2014","Sand","SandPop","L",3,"Edge",1,"4/13/14",NA,1,10,10,3,9
"2014","Sand","SandPop","L",4,"Edge",1,"4/18/14",NA,1,24,14,4,4
"2014","Sand","SerpPop","L",5,"Edge",1,"3/16/14",NA,1,14,12,5,19
"2014","Sand","SerpPop","L",7,"Edge",1,"3/30/14",NA,1,16,12,NA,NA
"2014","Sand","SerpPop","L",8,"Edge",1,"4/21/14",NA,1,10,9,7,36
"2014","Sand","SerpPop","L",9,"Edge",1,"3/23/14",NA,1,20,18,10,23
"2014","Sand","F5","L",10,"Edge",1,"4/15/14","pink",1,13,3,NA,NA
"2014","Sand","F5","L",11,"Edge",1,"4/13/14","pink",1,14,9,NA,NA
"2014","Sand","SerpPop","L",13,"Edge",1,"4/9/14",NA,1,8,8,1,1
"2014","Sand","SandPop","L",14,"Edge",1,"4/24/14",NA,1,17,16,16,47
"2014","Sand","SandPop","L",15,"Edge",1,"4/18/14",NA,1,13,11,11,46
"2014","Sand","SerpPop","L",16,"Edge",1,"4/7/14",NA,1,15,15,NA,NA
"2014","Sand","SandPop","L",17,"Edge",1,"4/18/14",NA,1,15,9,8,34
"2014","Sand","SandPop","L",18,"Edge",1,"4/18/14",NA,1,26,22,14,20
"2014","Sand","SandPop","L",20,"Edge",1,"4/13/14",NA,1,9,9,NA,NA
"2014","Sand","F5","L",21,"Edge",1,"3/31/14","white",1,10,8,NA,NA
"2014","Sand","SandPop","L",22,"Edge",1,"4/13/14",NA,1,27,23,17,41
"2014","Sand","SandPop","L",23,"Edge",1,"4/18/14",NA,1,14,13,1,2
"2014","Sand","SerpPop","A",2,"Edge",2,"4/2/14",NA,1,6,5,NA,NA
"2014","Sand","SerpPop","A",3,"Edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","A",4,"Edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","A",5,"Edge",2,"4/13/14",NA,1,2,0,NA,NA
"2014","Sand","SerpPop","A",7,"Edge",2,"4/28/14",NA,1,NA,NA,NA,NA
"2014","Sand","SerpPop","A",9,"Edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","A",12,"Edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","A",13,"Edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","A",14,"Edge",2,"4/19/14",NA,1,16,11,2,3
"2014","Sand","SandPop","A",15,"Edge",2,"4/27/14",NA,1,18,14,5,7
"2014","Sand","SandPop","A",16,"Edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","A",17,"Edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","A",18,"Edge",2,"4/23/14",NA,1,25,11,2,5
"2014","Sand","SerpPop","A",19,"Edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","A",20,"Edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","A",21,"Edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","A",22,"Edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","A",24,"Edge",2,"4/19/14",NA,1,5,0,NA,NA
"2014","Sand","SerpPop","B",1,"Edge",2,"4/7/14",NA,1,4,4,NA,NA
"2014","Sand","SandPop","B",2,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","B",3,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","B",4,"Non-edge",2,"4/7/14",NA,1,NA,NA,NA,NA
"2014","Sand","F5","B",5,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","B",6,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","B",7,"Non-edge",2,"4/13/14",NA,1,NA,NA,NA,NA
"2014","Sand","SerpPop","B",8,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","B",9,"Non-edge",2,"4/9/14",NA,1,4,4,NA,NA
"2014","Sand","SerpPop","B",10,"Non-edge",2,"4/13/14",NA,1,3,3,NA,NA
"2014","Sand","F5","B",11,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","B",12,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","B",13,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","B",14,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","B",15,"Non-edge",2,"4/19/14",NA,1,18,15,7,40
"2014","Sand","SerpPop","B",16,"Non-edge",2,"4/9/14",NA,1,7,0,NA,NA
"2014","Sand","SandPop","B",17,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","B",18,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","B",19,"Non-edge",2,"5/10/14",NA,1,2,0,NA,NA
"2014","Sand","SerpPop","B",20,"Non-edge",2,"3/21/14",NA,1,12,8,NA,NA
"2014","Sand","F5","B",21,"Non-edge",2,NA,NA,NA,NA,NA,NA,NA
"2014","Sand","F5","B",22,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","B",23,"Non-edge",2,NA,NA,NA,NA,NA,NA,NA
"2014","Sand","SandPop","C",1,"Edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","C",2,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","C",3,"Non-edge",2,"4/7/14","white",1,NA,NA,NA,NA
"2014","Sand","SerpPop","C",4,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","C",5,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","C",6,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","C",7,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","C",8,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","C",9,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","C",10,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","C",11,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","C",12,"Non-edge",2,NA,NA,NA,NA,NA,NA,NA
"2014","Sand","F5","C",13,"Non-edge",2,"4/7/14","pink",1,7,6,NA,NA
"2014","Sand","SandPop","C",14,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","C",15,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","C",16,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","C",17,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","C",18,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","C",19,"Non-edge",2,"4/2/14","pink",1,23,20,NA,NA
"2014","Sand","SandPop","C",21,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","C",22,"Non-edge",2,"4/4/14",NA,1,5,5,NA,NA
"2014","Sand","F5","C",23,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","C",24,"Edge",2,"4/9/14",NA,1,5,4,NA,NA
"2014","Sand","SandPop","D",1,"Edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","D",2,"Non-edge",2,"4/28/14",NA,1,25,7,NA,NA
"2014","Sand","SandPop","D",3,"Non-edge",2,"4/16/14",NA,1,31,15,10,31
"2014","Sand","F5","D",4,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","D",5,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","D",6,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","D",7,"Non-edge",2,"4/7/14",NA,1,19,18,NA,NA
"2014","Sand","SandPop","D",8,"Non-edge",2,"4/16/14",NA,1,7,7,NA,NA
"2014","Sand","SandPop","D",9,"Non-edge",2,"4/16/14",NA,1,19,16,1,3
"2014","Sand","SerpPop","D",10,"Non-edge",2,"2/26/14",NA,1,26,23,NA,NA
"2014","Sand","SandPop","D",11,"Non-edge",2,"4/13/14",NA,1,11,10,NA,NA
"2014","Sand","SandPop","D",12,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","D",13,"Non-edge",2,"4/13/14",NA,1,6,5,NA,NA
"2014","Sand","F5","D",14,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","D",15,"Non-edge",2,"3/31/14","white",1,22,19,NA,NA
"2014","Sand","SandPop","D",16,"Non-edge",2,"4/7/14",NA,1,5,4,NA,NA
"2014","Sand","SandPop","D",17,"Non-edge",2,NA,NA,1,8,5,5,37
"2014","Sand","SandPop","D",18,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","D",19,"Non-edge",2,NA,NA,1,18,14,8,29
"2014","Sand","F5","D",20,"Non-edge",2,"4/7/14","pink",1,7,7,NA,NA
"2014","Sand","SandPop","D",21,"Non-edge",2,"4/16/14",NA,1,11,10,4,5
"2014","Sand","SerpPop","D",22,"Non-edge",2,"4/9/14",NA,1,2,2,NA,NA
"2014","Sand","SerpPop","D",23,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","E",1,"Edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","E",2,"Non-edge",2,"2/26/14","pink",1,29,27,NA,NA
"2014","Sand","SandPop","E",3,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","E",4,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","E",5,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","E",6,"Non-edge",2,"4/2/14",NA,1,19,15,NA,NA
"2014","Sand","SerpPop","E",7,"Non-edge",2,"3/14/14",NA,1,26,24,NA,NA
"2014","Sand","SerpPop","E",8,"Non-edge",2,"3/30/14",NA,1,14,12,NA,NA
"2014","Sand","SandPop","E",9,"Non-edge",2,"4/7/14",NA,1,26,21,NA,NA
"2014","Sand","SerpPop","E",10,"Non-edge",2,"4/2/14",NA,1,42,39,NA,NA
"2014","Sand","F5","E",11,"Non-edge",2,"3/30/14","pink",1,16,15,NA,NA
"2014","Sand","SandPop","E",12,"Non-edge",2,"4/13/14",NA,1,13,11,2,9
"2014","Sand","SerpPop","E",13,"Non-edge",2,"3/26/14",NA,1,32,6,NA,NA
"2014","Sand","F5","E",14,"Non-edge",2,"3/26/14","pink",1,17,13,NA,NA
"2014","Sand","F5","E",15,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SandPop","E",16,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","SerpPop","E",17,"Non-edge",2,"4/7/14",NA,1,8,7,NA,NA
"2014","Sand","F5","E",18,"Non-edge",2,"4/19/14","pink",1,7,5,NA,NA
"2014","Sand","SerpPop","E",19,"Non-edge",2,"4/7/14",NA,1,16,14,5,6
"2014","Sand","SerpPop","E",20,"Non-edge",2,"3/12/14",NA,1,15,15,NA,NA
"2014","Sand","F5","E",21,"Non-edge",2,"4/7/14","pink",1,15,10,NA,NA
"2014","Sand","SandPop","E",24,"Edge",2,"4/23/14",NA,1,NA,NA,NA,NA
"2014","Sand","SandPop","F",1,"Edge",2,"4/20/14",NA,1,15,11,8,40
"2014","Sand","SerpPop","F",2,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","F",3,"Non-edge",2,NA,NA,0,0,0,NA,NA
"2014","Sand","F5","F",4,"Non-edge",2,"4/7/14","pink",1,22,21,NA,NA
"2014","Sand","SerpPop","F",5,"Non-edge",2,"4/7/14",NA,1,21,20,NA,NA
"2014","Sand","F5","F",6,"Non-edge",2,"3/23/14","pink",1,18,12,NA,NA
"2014","Sand","SerpPop","F",7,"Non-edge",2,"3/21/14",NA,1,12,9,NA,NA
"2014","Sand","SandPop","F",8,"Non-edge",2,"4/7/14",NA,1,11,11,1,4
"2014","Sand","SandPop","F",9,"Non-edge",2,"5/1/14",NA,1,27,17,15,102
"2014","Sand","F5","F",10,"Non-edge",2,"3/19/14","pink",1,12,10,NA,NA
"2014","Sand","F5","F",11,"Non-edge",2,"3/26/14","pink",1,10,10,NA,NA
"2014","Sand","SerpPop","F",12,"Non-edge",2,"3/30/14",NA,1,18,17,NA,NA
"2014","Sand","SerpPop","F",13,"Non-edge",2,"3/19/14",NA,1,12,12,NA,NA
"2014","Sand","F5","F",14,"Non-edge",2,"3/21/14","pink",1,10,8,NA,NA
"2014","Sand","F5","F",15,"Non-edge",2,"3/23/14","white",1,12,12,NA,NA
"2014","Sand","F5","F",16,"Non-edge",2,NA,NA,0,0,0,NA,NA
